barcode	disease	Site.Primary	Histology	Hist.Subtype1	tcga.tumor	CCLE.name
COLO320	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	COLO320_LARGE_INTESTINE
COLO678	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	COLO678_LARGE_INTESTINE
GP2D	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	GP2D_LARGE_INTESTINE
HCC56	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	HCC56_LARGE_INTESTINE
HS255T	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	HS255T_LARGE_INTESTINE
HS698T	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	HS698T_LARGE_INTESTINE
HT29	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	HT29_LARGE_INTESTINE
HT55	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	HT55_LARGE_INTESTINE
KM12	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	KM12_LARGE_INTESTINE
LOVO	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	LOVO_LARGE_INTESTINE
LS1034	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	LS1034_LARGE_INTESTINE
LS123	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	LS123_LARGE_INTESTINE
LS180	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	LS180_LARGE_INTESTINE
LS411N	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	LS411N_LARGE_INTESTINE
LS513	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	LS513_LARGE_INTESTINE
MDST8	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	MDST8_LARGE_INTESTINE
NCIH508	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	NCIH508_LARGE_INTESTINE
NCIH716	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	NCIH716_LARGE_INTESTINE
NCIH747	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	NCIH747_LARGE_INTESTINE
OUMS23	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	OUMS23_LARGE_INTESTINE
RCM1	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	RCM1_LARGE_INTESTINE
RKO	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	RKO_LARGE_INTESTINE
SKCO1	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SKCO1_LARGE_INTESTINE
SNUC1	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SNUC1_LARGE_INTESTINE
SNUC2A	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SNUC2A_LARGE_INTESTINE
SNUC4	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SNUC4_LARGE_INTESTINE
SNUC5	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SNUC5_LARGE_INTESTINE
SW1116	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW1116_LARGE_INTESTINE
SW1417	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW1417_LARGE_INTESTINE
SW1463	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW1463_LARGE_INTESTINE
SW403	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW403_LARGE_INTESTINE
SW48	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW48_LARGE_INTESTINE
SW480	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW480_LARGE_INTESTINE
SW620	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW620_LARGE_INTESTINE
SW837	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW837_LARGE_INTESTINE
SW948	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	SW948_LARGE_INTESTINE
T84	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	T84_LARGE_INTESTINE
CL14	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	CL14_LARGE_INTESTINE
CL40	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	CL40_LARGE_INTESTINE
CW2	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	CW2_LARGE_INTESTINE
HCT116	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	HCT116_LARGE_INTESTINE
HS675T	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	HS675T_LARGE_INTESTINE
HT115	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	HT115_LARGE_INTESTINE
SNU1033	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU1033_LARGE_INTESTINE
SNU1040	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU1040_LARGE_INTESTINE
SNU1197	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU1197_LARGE_INTESTINE
SNU175	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU175_LARGE_INTESTINE
SNU407	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU407_LARGE_INTESTINE
SNU503	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU503_LARGE_INTESTINE
SNU61	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU61_LARGE_INTESTINE
SNU81	COADREAD	large_intestine	carcinoma	NS	large intestine carcinoma	SNU81_LARGE_INTESTINE
COLO201	COADREAD	large_intestine	carcinoma	adenocarcinoma	yes	COLO201_LARGE_INTESTINE
HCT15	COADREAD	large_intestine	carcinoma	adenocarcinoma	yes	HCT15_LARGE_INTESTINE
HEP3B217	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	HEP3B217_LIVER
HEPG2	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	HEPG2_LIVER
HLF	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	HLF_LIVER
HUH1	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	HUH1_LIVER
HUH7	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	HUH7_LIVER
JHH1	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	JHH1_LIVER
JHH2	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	JHH2_LIVER
JHH4	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	JHH4_LIVER
JHH5	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	JHH5_LIVER
JHH6	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	JHH6_LIVER
JHH7	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	JHH7_LIVER
LI7	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	LI7_LIVER
PLCPRF5	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	PLCPRF5_LIVER
SNU182	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU182_LIVER
SNU387	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU387_LIVER
SNU398	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU398_LIVER
SNU423	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU423_LIVER
SNU449	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU449_LIVER
SNU475	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU475_LIVER
SNU761	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU761_LIVER
SNU878	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU878_LIVER
SNU886	LIHC	liver	carcinoma	hepatocellular_carcinoma	LIHC	SNU886_LIVER
HUH6	LIHC	liver	other	hepatoblastoma	other	HUH6_LIVER
NCIH684	LIHC	liver	other	hepatoblastoma	other	NCIH684_LIVER
SKHEP1	LIHC	liver	carcinoma	adenocarcinoma	other	SKHEP1_LIVER
NCIH1650	LUAD	lung	carcinoma	bronchioloalveolar_adenocarcinoma	bronchioloalveolar adenocarcinoma	NCIH1650_LUNG
NCIH1666	LUAD	lung	carcinoma	bronchioloalveolar_adenocarcinoma	bronchioloalveolar adenocarcinoma	NCIH1666_LUNG
NCIH1781	LUAD	lung	carcinoma	bronchioloalveolar_adenocarcinoma	bronchioloalveolar adenocarcinoma	NCIH1781_LUNG
NCIH358	LUAD	lung	carcinoma	bronchioloalveolar_adenocarcinoma	bronchioloalveolar adenocarcinoma	NCIH358_LUNG
NCIH650	LUAD	lung	carcinoma	bronchioloalveolar_adenocarcinoma	bronchioloalveolar adenocarcinoma	NCIH650_LUNG
CALU3	LUAD	lung	carcinoma	adenocarcinoma	LUAD	CALU3_LUNG
CORL105	LUAD	lung	carcinoma	adenocarcinoma	LUAD	CORL105_LUNG
DV90	LUAD	lung	carcinoma	adenocarcinoma	LUAD	DV90_LUNG
HCC1833	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC1833_LUNG
HCC2108	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC2108_LUNG
HCC2279	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC2279_LUNG
HCC4006	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC4006_LUNG
HCC44	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC44_LUNG
HCC78	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC78_LUNG
HCC827	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HCC827_LUNG
HS229T	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HS229T_LUNG
HS618T	LUAD	lung	carcinoma	adenocarcinoma	LUAD	HS618T_LUNG
LXF289	LUAD	lung	carcinoma	adenocarcinoma	LUAD	LXF289_LUNG
MORCPR	LUAD	lung	carcinoma	adenocarcinoma	LUAD	MORCPR_LUNG
NCIH1355	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1355_LUNG
NCIH1395	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1395_LUNG
NCIH1437	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1437_LUNG
NCIH1563	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1563_LUNG
NCIH1573	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1573_LUNG
NCIH1623	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1623_LUNG
NCIH1648	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1648_LUNG
NCIH1651	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1651_LUNG
NCIH1693	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1693_LUNG
NCIH1703	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1703_LUNG
NCIH1734	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1734_LUNG
NCIH1755	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1755_LUNG
NCIH1792	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH1792_LUNG
NCIH2009	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2009_LUNG
NCIH2023	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2023_LUNG
NCIH2073	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2073_LUNG
NCIH2085	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2085_LUNG
NCIH2087	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2087_LUNG
NCIH2122	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2122_LUNG
NCIH2126	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2126_LUNG
NCIH2228	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2228_LUNG
NCIH2291	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2291_LUNG
NCIH2342	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2342_LUNG
NCIH2347	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2347_LUNG
NCIH2405	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH2405_LUNG
NCIH322	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH322_LUNG
NCIH3255	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH3255_LUNG
NCIH441	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH441_LUNG
NCIH854	LUAD	lung	carcinoma	adenocarcinoma	LUAD	NCIH854_LUNG
RERFLCAD1	LUAD	lung	carcinoma	adenocarcinoma	LUAD	RERFLCAD1_LUNG
RERFLCAD2	LUAD	lung	carcinoma	adenocarcinoma	LUAD	RERFLCAD2_LUNG
SKLU1	LUAD	lung	carcinoma	adenocarcinoma	LUAD	SKLU1_LUNG
A549	LUAD	lung	carcinoma	non_small_cell_carcinoma	non small cell carcinoma	A549_LUNG
ABC1	LUAD	lung	carcinoma	non_small_cell_carcinoma	non small cell carcinoma	ABC1_LUNG
CAL12T	LUAD	lung	carcinoma	non_small_cell_carcinoma	non small cell carcinoma	CAL12T_LUNG
HCC1171	LUAD	lung	carcinoma	non_small_cell_carcinoma	non small cell carcinoma	HCC1171_LUNG
HCC2935	LUAD	lung	carcinoma	non_small_cell_carcinoma	non small cell carcinoma	HCC2935_LUNG
